macd,rsi,wr,c_mov5,deltamov5,turnover,signal
0.002,56.169,-0.0,0.009,0.017,28725.879999999997,1
0.003,56.169,-33.218,0.006,0.005,200159.33,1
0.003,56.169,-33.218,0.004,0.003,89523.0,1
0.003,50.756,-66.436,-0.004,-0.004,36063.8,1
0.003,55.386,-33.218,0.004,0.01,41007.740000000005,1
0.004,55.386,-33.218,0.003,-0.006,46363.6,1
0.004,55.386,-33.218,0.002,-0.004,1044.0,1
0.004,55.386,-33.218,0.001,-0.003,20817.360000000004,1
0.005,60.395,-0.0,0.007,0.011,54392.0,1
0.006,64.666,-19.958,0.011,0.007,158999.83000000002,1
0.006,57.937,-39.917,0.001,-0.002,121872.63,1
0.006,52.098,-75.0,-0.006,-0.007,155902.33000000002,1
0.006,56.788,-50.0,0.003,0.001,24581.0,1
0.006,56.788,-50.0,0.002,-0.005,28525.86,1
0.005,50.997,-75.0,-0.005,-0.016,236938.77999999997,1
0.004,50.997,-75.0,-0.003,-0.005,5.22,1
0.005,56.179,-66.667,0.004,0.01,36970.92,1
0.005,60.66,-33.333,0.009,0.007,10100.210000000001,1
0.006,60.66,-33.333,0.006,0.004,189625.39,1
0.007,64.83,-0.0,0.01,0.016,216853.5,1
0.008,64.83,-0.0,0.007,0.01,24376.0,1
0.009,64.83,-0.0,0.005,0.001,35280.71,1
0.009,64.83,-0.0,0.003,-0.006,22794.5,1
0.008,56.74,-33.333,-0.004,-0.01,24491.760000000002,1
0.008,56.74,-33.333,-0.003,-0.013,156720.9,1
0.007,56.74,-33.333,-0.002,-0.009,12387.36,1
0.007,56.74,-33.333,-0.001,-0.006,14535.76,1
0.007,62.957,-0.0,0.006,0.002,53170.34,1
0.007,54.519,-50.0,-0.003,0.002,67606.48000000001,1
0.006,54.519,-50.0,-0.002,0.001,22662.999999999996,1
0.005,47.184,-100.0,-0.008,-0.006,8954.38,1
0.004,47.184,-100.0,-0.005,-0.004,79569.22000000002,1
0.003,47.184,-100.0,-0.003,-0.009,18310.23,1
0.002,47.184,-100.0,-0.002,0.0,7609.65,1
0.002,55.277,-50.0,0.005,0.007,13703.859999999999,1
0.002,55.277,-50.0,0.003,0.011,2033.12,1
0.002,55.277,-50.0,0.002,0.007,101914.72,1
0.002,55.277,-50.0,0.001,0.005,86235.81999999999,1
0.001,39.142,-100.0,-0.012,-0.01,57162.03,1
-0.0,39.142,-100.0,-0.008,-0.013,21025.5,1
0.0,54.534,-0.0,0.008,0.004,42801.520000000004,1
-0.0,47.997,-50.0,-0.001,-0.004,102926.4,1
-0.0,47.997,-50.0,-0.001,-0.002,3101.39,1
-0.0,47.997,-50.0,-0.001,0.011,62242.24,1
-0.001,41.748,-100.0,-0.007,0.001,90876.28000000001,1
-0.002,41.748,-66.667,-0.005,-0.012,67589.09,1
-0.003,41.748,-66.667,-0.003,-0.002,48824.55,1
-0.003,41.748,-66.667,-0.002,-0.001,76666.14,1
-0.003,41.748,-66.667,-0.001,-0.001,33313.79,1
-0.004,35.123,-100.0,-0.007,-0.0,73661.21,1
-0.004,44.592,-66.667,0.002,0.006,10628.800000000001,1
-0.004,44.592,-66.667,0.001,0.004,6221.03,1
-0.004,44.592,-66.667,0.001,0.003,132993.59000000003,1
-0.004,44.592,-66.667,0.0,0.002,45581.04,1
-0.004,44.592,-66.667,0.0,0.008,12427.51,1
-0.004,36.81,-74.805,-0.006,-0.008,47582.43,1
-0.005,36.81,-66.436,-0.004,-0.005,36846.979999999996,1
-0.006,30.56,-66.782,-0.009,-0.01,93111.48000000003,1
-0.006,30.56,-66.782,-0.006,-0.007,162481.74,1
-0.007,30.56,-66.782,-0.004,-0.004,25303.2,1
-0.006,51.165,-0.0,0.01,0.016,186115.11,1
-0.005,51.165,-0.0,0.007,0.011,138904.0,1
-0.005,43.687,-33.218,-0.002,0.007,53592.119999999995,1
-0.002,61.749,-0.0,0.018,0.024,122118.70999999999,1
-0.0,61.749,-0.0,0.012,0.016,253422.12,1
0.002,65.969,-0.0,0.014,0.004,18201.75,1
0.006,74.933,-9.979,0.029,0.022,382839.59,1
0.009,74.933,-9.979,0.019,0.021,330435.31,1
0.013,79.163,-8.478,0.026,0.008,355781.81999999995,1
0.015,72.57,-16.782,0.011,-0.001,55735.29999999999,1
0.017,72.57,-18.302,0.007,-0.007,109626.24,1
0.018,72.57,-20.145,0.005,-0.024,14875.48,1
0.017,65.732,-30.114,-0.003,-0.022,113683.47,1
0.019,73.772,-0.0,0.017,-0.008,322102.92,1
0.021,73.772,-23.022,0.011,0.001,1453524.44,1
0.027,83.923,-6.648,0.053,0.045,3384587.3200000003,1
0.034,87.019,-5.249,0.061,0.056,2550994.0,1
0.044,89.689,-0.0,0.073,0.076,2495346.66,1
0.051,89.689,-8.758,0.048,0.031,2402566.84,1
0.062,92.79,-12.496,0.09,0.079,3321524.56,0
0.066,76.336,-31.224,0.022,-0.031,2160555.96,0
0.067,71.753,-37.488,0.002,-0.059,1064808.8499999999,0
0.068,72.642,-34.34,0.007,-0.065,992193.4400000002,0
0.065,65.958,-43.752,-0.014,-0.063,1044159.0800000001,0
0.062,65.958,-43.752,-0.01,-0.1,218431.06000000006,0
0.058,63.707,-49.983,-0.013,-0.034,498129.62999999995,0
0.056,64.993,-50.019,-0.002,-0.004,161268.08,0
0.053,64.993,-63.645,-0.001,-0.009,45405.02,0
0.05,64.993,-77.784,-0.001,0.013,136236.79,0
0.052,72.36,-49.968,0.038,0.047,903714.58,0
0.054,73.363,-43.738,0.032,0.044,511808.97,0
0.053,70.605,-33.304,0.015,0.017,162894.99999999997,0
0.053,70.605,-20.021,0.01,0.011,207419.6,0
0.052,71.833,-10.062,0.013,0.014,574137.04,0
0.051,71.833,-25.0,0.009,-0.029,1051573.16,0
0.052,74.333,-8.304,0.019,-0.013,194127.74,0
0.051,70.959,-16.609,0.006,-0.009,203437.68,0
0.048,67.619,-25.0,-0.002,-0.012,196514.83000000002,0
0.047,69.181,-18.13,0.005,-0.008,158287.8,0
0.044,65.764,-30.01,-0.003,-0.012,85269.07,0
0.043,67.493,-22.145,0.004,-0.014,146900.59999999998,0
0.041,67.493,-39.917,0.003,-0.003,17561.800000000003,0
0.038,63.759,-60.083,-0.005,-0.002,152203.49,0
0.036,65.797,-39.917,0.003,-0.001,127931.02999999998,0
0.033,58.721,-100.0,-0.011,-0.007,102617.28,0
0.03,58.721,-100.0,-0.007,-0.011,44947.03,0
0.028,61.132,-66.782,0.002,-0.001,44092.93,0
0.026,61.132,-66.782,0.001,0.006,4085.3100000000004,0
0.025,61.132,-50.259,0.001,-0.003,30050.02,0
0.023,61.132,-50.259,0.001,0.011,181025.91999999998,0
0.021,56.679,-100.0,-0.006,0.001,150354.41,0
0.019,56.679,-100.0,-0.004,-0.006,21973.480000000003,0
0.016,52.264,-100.0,-0.009,-0.01,202894.0,0
0.014,52.264,-75.065,-0.006,-0.007,120271.46,0
0.012,52.264,-75.065,-0.004,-0.005,48980.86,0
0.01,47.629,-100.0,-0.009,-0.003,133583.94,0
0.008,47.629,-100.0,-0.006,-0.002,252950.57,0
0.007,52.513,-75.065,0.002,0.011,10582.24,0
0.006,52.513,-75.065,0.002,0.008,66990.12000000001,0
0.004,43.175,-100.0,-0.012,-0.008,151652.87,0
0.002,43.175,-100.0,-0.008,0.001,142767.45,0
0.001,43.175,-100.0,-0.005,0.001,279645.03,0
0.0,48.854,-75.0,0.003,0.001,310344.42,0
-0.001,44.107,-74.805,-0.004,-0.006,217922.85,0
-0.003,36.407,-100.0,-0.016,-0.004,267292.65,0
-0.005,36.407,-100.0,-0.011,-0.003,148278.18000000002,0
-0.005,42.253,-79.876,-0.001,0.005,146648.48999999996,0
-0.007,38.447,-100.0,-0.007,-0.01,63995.07,0
-0.008,38.447,-80.083,-0.005,-0.0,94012.78,0
-0.008,38.447,-80.083,-0.003,0.013,219444.69000000003,0
-0.008,44.672,-50.0,0.004,0.015,23871.260000000002,0
-0.006,50.105,-24.87,0.009,0.01,332636.68999999994,0
-0.006,45.313,-50.0,-0.0,0.007,113503.38000000002,0
-0.006,45.313,-50.0,-0.0,0.004,43389.450000000004,0
-0.006,45.313,-50.0,-0.0,0.003,89463.01000000001,0
-0.005,45.313,-33.448,-0.0,-0.004,64331.08,0
-0.004,51.547,-0.0,0.006,-0.003,159769.98,0
-0.0,67.393,-12.581,0.03,0.03,498131.07,0
0.002,61.939,-25.032,0.014,0.014,336244.18999999994,0
0.004,61.939,-25.032,0.009,0.009,395102.26000000007,0
0.004,56.625,-37.484,-0.0,-0.0,198906.48,0
0.005,60.294,-25.032,0.006,-0.0,168509.04000000004,0
0.005,51.002,-57.037,-0.009,-0.039,156695.0,0
0.007,60.768,-14.37,0.013,-0.0,750686.67,0
0.007,56.711,-37.484,0.003,-0.006,596493.16,0
0.005,46.647,-85.608,-0.018,-0.017,284426.88,0
0.003,43.827,-100.0,-0.018,-0.024,149158.86,0
0.003,52.955,-57.122,0.007,0.016,79736.69,0
0.003,50.045,-71.365,-0.002,-0.015,46129.5,0
0.002,50.045,-71.365,-0.001,-0.004,209704.75,0
0.0,44.363,-100.0,-0.014,0.004,50960.66,0
-0.001,44.363,-77.739,-0.009,0.009,84453.69,0
-0.003,41.609,-88.927,-0.013,-0.02,30830.760000000002,0
-0.005,39.027,-100.0,-0.015,-0.013,40216.560000000005,0
-0.008,36.582,-100.0,-0.016,-0.015,40920.74,0
-0.01,36.582,-90.849,-0.011,0.003,97359.76000000001,0
-0.01,40.877,-74.968,-0.001,0.008,137093.9,0
-0.01,44.897,-62.516,0.006,0.018,128359.02,0
-0.009,44.897,-57.185,0.004,0.019,283525.61,0
-0.009,44.897,-57.185,0.003,0.019,62732.51000000001,0
-0.009,41.383,-71.407,-0.005,0.006,29590.5,0
-0.009,41.383,-50.086,-0.003,-0.002,520689.95999999996,0
-0.008,46.261,-33.506,0.004,-0.002,95699.99999999999,0
-0.008,46.261,-33.506,0.003,-0.001,182258.36000000002,0
-0.007,46.261,-33.506,0.002,-0.001,197438.6,0
-0.006,51.368,-16.753,0.008,0.012,46327.89,0
-0.005,46.599,-33.506,-0.001,0.002,49465.21,0
-0.006,42.403,-50.086,-0.007,-0.012,82233.06,0
-0.006,42.403,-50.086,-0.005,-0.008,40063.88,0
-0.005,52.397,-16.753,0.01,0.008,59560.740000000005,0
-0.003,56.484,-0.0,0.013,0.005,56539.340000000004,0
-0.002,51.703,-16.753,0.002,0.003,47358.159999999996,0
-0.001,51.703,-16.753,0.001,0.009,87368.22,0
-0.0,56.02,-0.0,0.007,0.012,3854.47,0
0.0,51.101,-33.448,-0.002,-0.011,23220.289999999997,0
0.001,55.326,-0.0,0.005,-0.007,27337.75,0
0.002,55.326,-0.0,0.004,0.002,134540.8,0
0.004,62.719,-0.0,0.015,0.014,44223.26,0
0.003,49.453,-59.959,-0.009,-0.017,258714.43000000002,0
0.003,49.453,-59.959,-0.006,-0.005,78536.12,0
0.001,45.69,-80.083,-0.011,-0.016,41488.07,0
-0.0,42.264,-100.0,-0.013,-0.017,36390.38,0
-0.003,39.105,-100.0,-0.015,-0.031,592954.7,0
-0.004,39.105,-85.63,-0.01,-0.001,77415.95999999999,0
-0.005,43.962,-71.407,-0.0,0.006,1752.66,0
-0.006,40.485,-60.021,-0.007,0.004,456727.44,0
-0.004,55.669,-19.938,0.021,0.035,294850.15,0
-0.003,52.073,-50.0,0.008,0.023,2038110.1100000003,0
-0.003,45.743,-64.318,-0.008,0.003,526208.9600000001,0
-0.004,42.946,-71.439,-0.012,-0.011,353336.18,0
-0.005,42.946,-71.439,-0.008,-0.001,33004.85,0
-0.007,40.075,-78.635,-0.012,-0.033,24034.22,0
-0.007,44.1,-71.439,-0.001,-0.009,56757.05999999999,0
-0.009,38.552,-85.757,-0.014,-0.006,235535.69,0
-0.012,32.068,-93.705,-0.028,-0.017,385577.99,0
-0.015,32.068,-93.705,-0.019,-0.011,219572.43000000002,0
-0.017,32.068,-93.705,-0.013,-0.001,27378.350000000002,0
-0.017,36.513,-87.476,-0.002,-0.001,169716.33000000002,0
-0.018,34.11,-93.705,-0.008,0.006,33048.450000000004,0
-0.02,29.855,-91.696,-0.018,0.01,65538.35,0
-0.023,27.985,-83.362,-0.018,0.0,154932.36000000002,0
-0.024,27.985,-80.042,-0.012,0.0,133483.57,0
-0.024,32.862,-70.062,-0.002,0.0,104160.32,0
-0.024,32.862,-70.062,-0.001,0.007,16990.59,0
-0.027,24.99,-91.688,-0.026,-0.008,330116.91,1
-0.028,29.568,-79.938,-0.011,0.007,113804.1,1
-0.028,29.568,-77.714,-0.007,0.005,467877.31999999995,1
-0.028,29.568,-77.714,-0.005,-0.003,96581.07,1
-0.025,45.894,-33.372,0.022,0.023,641225.6000000001,1
-0.022,45.894,-33.372,0.015,0.041,638840.43,1
-0.018,52.334,-11.085,0.023,0.034,357640.5300000001,1
-0.016,46.388,-33.372,0.002,0.01,254284.02000000002,1
-0.014,46.388,-33.372,0.002,0.007,269685.26,1
-0.013,46.388,-33.372,0.001,-0.021,50454.25000000001,1
-0.012,46.388,-33.372,0.001,-0.014,187568.25,1
-0.011,43.111,-44.457,-0.006,-0.029,44650.76,1
-0.009,50.658,-22.171,0.009,0.007,357676.77999999997,1
-0.008,47.264,-37.532,-0.001,-0.002,268847.81,1
-0.002,64.874,-0.0,0.045,0.044,38269.14,0
0.001,58.817,-16.71,0.017,0.016,129377.29999999999,0
0.001,51.144,-55.543,-0.008,-0.002,44824.22,0
0.002,53.33,-44.457,0.001,-0.008,21164.1,0
0.003,53.33,-44.457,0.001,0.001,6368.5,0
0.005,57.717,-22.286,0.013,-0.031,75510.96,0
0.007,57.717,-22.286,0.009,-0.008,155406.13,0
0.008,57.717,-22.286,0.006,0.014,57483.82000000001,0
0.007,51.652,-44.457,-0.009,-0.01,166807.75,0
0.007,54.241,-33.372,0.0,-0.0,202559.08,0
0.008,56.736,-28.635,0.007,-0.007,40007.65,0
0.007,50.773,-80.042,-0.008,-0.017,53653.729999999996,0
0.006,50.773,-80.042,-0.006,-0.011,200.79000000000002,0
0.007,56.122,-25.195,0.009,0.018,67611.52,0
0.007,56.122,-25.195,0.006,0.006,114179.48,0
0.009,58.748,-0.0,0.011,0.004,27.25,0
0.009,58.748,-0.0,0.007,0.015,1507.98,0
0.009,54.935,-33.564,-0.002,0.004,87177.49999999999,0
0.009,54.935,-33.564,-0.001,-0.01,61134.189999999995,0
0.008,54.935,-33.564,-0.001,-0.007,42101.21,0
0.007,50.855,-66.782,-0.007,-0.017,62539.31,0
0.007,54.494,-33.564,0.002,-0.005,42780.96,0
0.007,54.494,-33.564,0.001,0.003,26026.24,0
0.006,50.184,-66.782,-0.006,-0.004,140702.59,0
0.006,54.094,-33.564,0.003,0.003,2894.7799999999997,0
0.005,49.878,-66.782,-0.005,0.002,36127.16,0
0.004,49.878,-66.782,-0.003,-0.005,34506.75,0
0.003,45.743,-100.0,-0.008,-0.01,59664.11,0
-0.0,38.813,-83.218,-0.018,-0.013,138142.97999999998,0
-0.003,35.857,-100.0,-0.019,-0.021,267900.5,0
-0.005,35.857,-83.362,-0.013,-0.008,91425.72999999998,0
-0.006,41.062,-66.551,-0.002,0.001,54116.0,0
-0.007,41.062,-66.551,-0.001,0.007,193221.68,0
-0.006,46.084,-49.913,0.006,0.024,227398.59000000003,0
-0.006,46.084,-49.913,0.004,0.022,28407.91,0
-0.006,41.94,-66.551,-0.004,0.009,13317.22,0
-0.008,35.104,-100.0,-0.015,-0.014,88269.66,0
-0.008,44.794,-66.551,0.003,0.004,377267.36,0
-0.007,48.882,-39.917,0.008,0.003,92238.68,0
-0.005,52.658,-0.0,0.012,0.008,192965.70999999996,0
-0.004,52.658,-0.0,0.008,0.012,307346.51999999996,0
-0.003,52.658,-0.0,0.005,0.021,54205.42,0
-0.003,48.211,-24.935,-0.003,-0.005,5410.0,0
-0.002,52.529,-0.0,0.004,-0.004,12106.04,0
-0.002,48.201,-24.935,-0.003,-0.015,98973.73999999999,0
-0.002,48.201,-24.935,-0.002,-0.01,5139.5,0
-0.002,48.201,-24.935,-0.002,-0.007,179974.58,0
-0.002,48.201,-24.935,-0.001,0.002,61100.54000000001,0
-0.003,43.392,-66.436,-0.007,-0.012,54.0,0
-0.002,48.884,-50.0,0.002,0.005,32.46,0
-0.003,44.26,-100.0,-0.005,-0.003,32.45,0
-0.003,44.26,-100.0,-0.004,-0.002,12150.0,0
-0.004,44.26,-100.0,-0.002,-0.001,35718.630000000005,0
-0.004,44.26,-100.0,-0.002,0.006,39970.8,0
-0.004,44.26,-100.0,-0.001,-0.003,76349.13,0
-0.004,44.26,-100.0,-0.001,0.005,84764.1,0
-0.004,44.26,-66.436,-0.0,0.003,27678.4,0
-0.005,38.136,-100.0,-0.007,-0.004,240431.31,0
-0.005,38.136,-66.782,-0.005,-0.003,105688.59,0
-0.005,38.136,-66.782,-0.003,-0.002,60368.0,0
-0.005,47.251,-33.218,0.004,0.005,23355.0,0
-0.006,35.913,-100.0,-0.01,-0.009,312204.21,0
-0.007,31.823,-100.0,-0.013,-0.006,164194.73,0
-0.008,39.271,-75.065,-0.002,0.002,6717.880000000001,0
-0.009,35.137,-80.042,-0.008,-0.005,431196.9,0
-0.012,26.196,-100.0,-0.025,-0.029,223857.83000000002,1
-0.012,37.613,-71.365,-0.003,0.006,60144.549999999996,1
-0.013,34.735,-83.218,-0.009,0.004,208333.00999999998,1
-0.014,34.735,-83.218,-0.006,-0.004,18777.2,1
-0.015,34.735,-83.218,-0.004,0.004,99706.63,1
-0.015,34.735,-83.218,-0.003,0.022,57763.95,1
-0.013,45.877,-50.0,0.011,0.015,250640.05,1
-0.012,45.877,-39.917,0.007,0.016,183975.96000000002,1
-0.012,38.295,-79.834,-0.008,-0.002,244044.88999999998,1
-0.011,43.337,-49.87,0.001,0.005,58986.18,1
-0.01,47.92,-24.935,0.007,0.01,520582.25,1
-0.009,44.081,-49.87,-0.002,-0.013,137650.15999999997,1
-0.01,40.579,-74.805,-0.007,-0.015,45881.6,1
-0.007,55.728,-0.0,0.021,0.028,8619.609999999999,1
-0.007,46.212,-59.875,-0.005,-0.007,73649.62,1
-0.007,43.543,-79.834,-0.01,-0.017,34023.28,1
-0.008,43.543,-100.0,-0.007,-0.005,10753.5,1
-0.007,47.087,-75.0,0.002,0.009,73153.28,1
-0.007,47.087,-75.0,0.001,-0.019,5778.269999999999,1
-0.005,53.813,-25.0,0.014,0.019,158640.0,1
-0.003,53.813,-40.125,0.009,0.019,304147.7,1
-0.0,59.774,-16.638,0.019,0.026,161396.83,1
0.006,70.123,-0.0,0.045,0.043,719044.65,1
0.01,70.123,-16.638,0.03,0.029,1755985.94,1
0.014,70.123,-16.638,0.02,0.006,485845.85,1
0.017,71.924,-8.319,0.02,0.011,361038.75,1
0.018,63.622,-25.043,0.0,-0.019,392411.8,1
0.017,53.668,-50.0,-0.019,-0.064,284988.04,1
0.016,56.132,-45.463,-0.006,-0.036,71608.93999999999,1
0.016,58.508,-36.389,0.002,-0.018,18448.0,1
0.015,58.508,-40.021,0.001,-0.018,197565.12,1
0.015,58.508,-40.021,0.001,0.001,80136.79,1
0.015,58.508,-50.0,0.001,0.02,84137.84999999999,1
0.014,58.508,-57.207,0.0,0.007,117016.5,1
0.013,54.251,-83.362,-0.006,-0.008,3447.12,1
0.012,57.575,-66.724,0.002,0.001,188983.2,1
0.011,53.397,-83.362,-0.005,-0.006,224448.95,1
0.011,56.775,-60.083,0.003,0.003,43436.229999999996,1
0.01,52.664,-66.667,-0.004,-0.005,21390.24,1
0.009,52.664,-50.0,-0.003,0.003,15176.0,1
0.008,52.664,-50.0,-0.002,-0.004,20455.8,1
0.007,52.664,-50.0,-0.001,0.004,60495.82000000001,1
0.006,52.664,-50.0,-0.001,-0.004,6752.370000000001,1
0.006,52.664,-50.0,-0.001,0.004,55483.57,1
0.006,57.468,-0.0,0.006,0.009,87439.26000000001,1
0.006,57.468,-0.0,0.004,0.006,44895.240000000005,1
0.006,57.468,-0.0,0.003,0.004,32.58,1
0.007,62.253,-0.0,0.008,0.009,10880.0,1
0.006,55.526,-33.333,-0.001,-0.0,6325.95,1
0.006,55.526,-33.333,-0.001,-0.007,118644.64,1
0.006,55.526,-33.333,-0.0,-0.004,2715.0,1
0.006,55.526,-33.333,-0.0,-0.003,82063.59,1
0.004,48.479,-66.667,-0.007,-0.015,6661.639999999999,1
0.004,48.479,-66.667,-0.004,-0.003,75629.70000000001,1
0.002,42.26,-100.0,-0.009,-0.009,154760.46,1
0.001,42.26,-100.0,-0.006,-0.006,62393.53,1
0.001,49.738,-66.667,0.002,0.003,17517.59,1
-0.0,43.65,-100.0,-0.005,0.002,8017.62,1
-0.001,43.65,-100.0,-0.003,0.001,20074.46,1
-0.001,50.655,-66.667,0.004,0.014,44784.88,1
-0.001,50.655,-66.667,0.003,0.009,24407.710000000003,1
-0.001,44.272,-100.0,-0.005,-0.007,7461.39,1
-0.002,44.272,-100.0,-0.003,0.002,107107.18000000001,1
-0.002,44.272,-100.0,-0.002,0.001,48734.88,1
-0.001,51.85,-50.0,0.005,0.001,243659.84,1
0.001,66.582,-0.0,0.023,0.02,766092.7000000001,1
0.009,81.104,-0.0,0.06,0.065,2388608.5800000005,1
0.015,81.104,-15.415,0.04,0.043,1965541.2200000004,1
0.021,84.461,-26.299,0.046,0.048,2953472.5599999996,1
0.035,90.866,-7.423,0.101,0.096,4140788.0999999996,0
0.04,73.145,-32.159,0.029,0.006,2793327.2900000005,0
0.042,66.194,-42.878,0.0,-0.06,1029428.4100000001,0
0.041,61.98,-50.0,-0.013,-0.053,730830.8999999999,0
0.041,64.419,-42.878,0.004,-0.042,559097.29,0
0.039,58.369,-53.561,-0.016,-0.118,415060.71,0
0.035,54.664,-62.962,-0.024,-0.053,479785.03999999986,0
0.034,58.874,-53.834,0.003,0.003,127134.00999999998,0
0.035,62.601,-44.02,0.021,0.034,544556.1799999999,0
0.036,63.791,-52.652,0.021,0.017,697228.7499999999,0
0.036,61.677,-61.166,0.007,0.024,346812.09,0
0.036,62.998,-55.568,0.011,0.035,138120.47999999998,0
0.037,65.529,-44.489,0.02,0.017,320486.11,0
0.037,63.201,-25.022,0.007,-0.014,221740.93,0
0.034,56.672,-50.043,-0.014,-0.035,274681.69,0
0.031,54.653,-58.355,-0.016,-0.023,937806.1799999999,0
0.027,52.633,-66.667,-0.017,-0.028,286437.7199999999,0
0.024,52.633,-66.667,-0.011,-0.032,354597.07999999996,0
0.021,52.633,-66.667,-0.008,-0.015,201711.12,0
0.018,50.311,-81.775,-0.011,0.003,354421.5,0
0.019,59.866,-36.355,0.024,0.04,149867.89999999997,0
0.019,57.466,-45.515,0.01,0.027,407970.2,0
0.018,57.466,-45.515,0.007,0.018,263461.92,0
0.018,57.466,-45.515,0.004,0.012,50666.63,0
0.016,54.753,-50.0,-0.003,0.008,109405.35999999999,0
0.015,52.103,-59.979,-0.009,-0.033,40104.15,0
0.013,52.103,-59.979,-0.006,-0.016,93712.68000000001,0
0.013,56.937,-44.457,0.009,0.002,202314.15999999997,0
0.014,61.177,-41.696,0.019,0.014,1315516.3900000001,0
0.014,55.311,-63.739,-0.0,0.003,659314.4999999999,0
0.012,50.159,-81.87,-0.013,-0.004,383775.11,0
0.009,47.763,-100.0,-0.015,-0.009,48686.54,0
0.008,50.319,-90.031,-0.004,-0.013,35450.56,0
0.007,52.805,-80.062,0.004,-0.015,62580.350000000006,0
0.007,52.805,-80.062,0.003,0.003,34167.45,0
0.006,52.805,-80.062,0.002,0.015,13078.36,0
0.004,44.466,-100.0,-0.018,-0.003,271110.06,0
0.001,42.057,-92.332,-0.018,-0.015,233557.22,0
0.0,48.084,-76.917,0.001,-0.003,102918.04000000001,0
-0.002,43.241,-92.332,-0.013,-0.015,118019.72,0
-0.004,41.027,-100.0,-0.015,-0.016,23820.95,0
-0.005,44.108,-83.362,-0.003,0.015,15590.72,0
-0.006,44.108,-80.042,-0.002,0.016,20575.54,0
-0.008,41.588,-100.0,-0.008,-0.008,45476.43000000001,0
-0.008,44.974,-80.042,0.001,0.014,165.89999999999998,0
-0.009,39.982,-100.0,-0.012,0.003,67156.66,0
-0.01,39.982,-100.0,-0.008,-0.005,51969.42,0
-0.011,39.982,-100.0,-0.005,-0.003,15674.8,0
-0.011,43.873,-75.065,0.003,0.011,60702.43,0
-0.011,41.01,-100.0,-0.005,-0.006,24830.0,0
-0.011,44.883,-75.065,0.003,0.015,27583.26,0
-0.01,44.883,-66.782,0.002,0.01,7176.0,0
-0.01,44.883,-66.782,0.002,0.007,17299.87,0
-0.009,44.883,-66.782,0.001,-0.002,9706.119999999999,0
-0.009,41.241,-100.0,-0.006,-0.001,15593.85,0
-0.009,41.241,-100.0,-0.004,-0.007,46325.36,0
-0.009,41.241,-100.0,-0.003,-0.005,5377.76,0
-0.009,41.241,-100.0,-0.002,-0.003,65960.40999999999,0
-0.009,41.241,-50.0,-0.001,-0.002,44755.72999999999,0
-0.008,47.421,-0.0,0.006,0.011,77432.15,0
-0.004,63.845,-14.264,0.029,0.033,1026387.2900000003,0
-0.002,54.673,-42.793,0.007,0.009,170759.65999999997,0
-0.002,50.709,-57.207,-0.002,-0.0,154413.57,0
-0.002,47.072,-71.471,-0.008,-0.007,264894.20999999996,0
-0.002,47.072,-71.471,-0.005,-0.011,158687.44999999998,0
-0.002,51.137,-57.207,0.003,-0.026,55978.799999999996,0
-0.001,51.137,-57.207,0.002,-0.005,36112.16,0
-0.002,46.955,-71.471,-0.005,-0.003,11409.86,0
-0.001,51.249,-57.207,0.003,0.011,57929.939999999995,0
-0.001,51.249,-57.207,0.002,0.007,1672.59,0
-0.001,46.851,-83.362,-0.005,-0.008,18558.24,0
-0.002,42.887,-100.0,-0.01,-0.012,103490.57999999999,0
-0.002,47.656,-80.042,-0.0,0.005,20420.510000000002,0
-0.003,43.724,-100.0,-0.006,-0.009,19174.820000000003,0
-0.003,48.316,-50.0,0.002,0.0,61548.0,0
-0.003,48.316,-50.0,0.001,0.006,58460.37999999999,0
-0.003,48.316,-50.0,0.001,0.011,7750.08,0
-0.002,48.316,-50.0,0.001,0.001,55217.08,0
-0.002,48.316,-50.0,0.0,0.007,37094.41,0
-0.001,53.78,-0.0,0.007,0.005,137698.59999999998,0
-0.001,53.78,-0.0,0.004,0.003,22.12,0
-0.0,53.78,-0.0,0.003,0.002,53444.82,0
-0.001,42.545,-100.0,-0.011,-0.011,65458.729999999996,0
-0.001,48.355,-50.0,-0.001,-0.001,32539.55,0
-0.004,36.448,-100.0,-0.02,-0.026,291383.59,0
-0.006,33.46,-83.218,-0.02,-0.024,247474.94,0
-0.008,33.46,-83.218,-0.013,-0.016,211149.89999999997,0
-0.009,33.46,-83.218,-0.009,0.002,117872.74999999999,0
-0.01,39.641,-66.436,0.001,0.001,25822.64,0
-0.011,36.036,-83.218,-0.006,0.014,50942.079999999994,0
-0.013,30.159,-100.0,-0.017,0.003,251497.77000000002,1
-0.013,35.77,-85.757,-0.005,0.008,121912.77,1
-0.014,35.77,-85.757,-0.003,0.005,42328.14,1
-0.015,32.722,-87.532,-0.009,-0.009,255111.76000000004,1
-0.014,38.378,-71.513,0.001,0.007,235771.2,1
-0.015,35.192,-83.391,-0.006,0.011,247436.09000000003,1
-0.015,35.192,-75.13,-0.004,0.001,355473.30000000005,1
-0.014,40.884,-50.259,0.004,0.007,22361.360000000004,1
-0.012,50.37,-0.0,0.015,0.024,207412.66,1
-0.011,46.364,-25.13,0.004,0.003,521968.6,1
-0.009,50.595,-33.218,0.009,0.015,1520985.05,1
-0.007,54.427,-16.609,0.012,0.016,198085.87,1
-0.004,57.941,-14.243,0.015,0.011,364904.94,1
0.0,66.351,-0.0,0.029,0.014,335202.76999999996,1
